i,j,MAPD-test,MSE-test,RMSE-test,R2-test,Slope-test,Loss,MAPD-ind,MSE-ind,RMSE-ind,R2-ind,Slope-ind
57,43,41.414989824621415,0.0016100653319342,0.0401256193962695,0.966697190226614,1.0114854403853888,0.0580345631721991,42.646374883831626,0.001327382708236,0.0364332637604156,0.9702249999375524,1.034960895031503
66,28,40.76086766250757,0.0016299481233153,0.0403726160078263,0.9688933128265692,1.0092839337720048,0.0587966168038069,42.72329447912846,0.0013296463121833,0.0364643156000945,0.970248981086235,1.031593358135923
75,44,41.54365941784324,0.0016291877241934,0.0403631976457941,0.967495663254074,1.015859219843147,0.0580302705994254,42.66816960032331,0.0012961953733103,0.0360027134159409,0.9709588446502824,1.044038575072119
79,24,40.54152895153952,0.0015964699768856,0.039955850346171,0.967528666203193,1.011052642752302,0.0590149948088606,42.898050947273454,0.0013361703594103,0.036553664103758,0.970163001543794,1.0402704333643706
93,65,41.72316470615816,0.0016230331718881,0.0402868858549302,0.9682551782424414,1.014215715664689,0.0582545840703546,42.91114412781796,0.0013661781361589,0.0369618470339206,0.9701242915022468,1.0364763540258723
122,36,40.35354694498958,0.0015725430354913,0.0396553027411391,0.9687862581331054,1.0120279037271829,0.0585594379731104,42.54744114107479,0.0012833647671927,0.0358240808283026,0.9702306764481924,1.0308518840299217
123,39,41.11113711114115,0.0016358264359016,0.0404453512273242,0.9684690852688582,1.014169446226744,0.0566020307350848,42.955281940634,0.0013157035427895,0.0362726280105197,0.9700329740957938,1.0348893479598689
124,82,40.41243838604306,0.0016037818811046,0.0400472456119599,0.968582117650257,1.0100022309315924,0.0573716528140275,41.194144673097,0.0012923091607819,0.035948701795502,0.9702330441756288,1.0306689481854745
136,35,40.33540904870454,0.0015483407239819,0.0393489609009178,0.9681953271267928,1.0174154539784124,0.0583827578993119,42.72497756571493,0.0011981206628943,0.0346138796278946,0.9708282351341438,1.0397413904610384
147,66,41.04760046096323,0.0015709104499712,0.0396347126894,0.9682541453176744,1.0211619809271053,0.0568965438611265,42.61237386524977,0.001215505080403,0.0348640944297008,0.970004720193665,1.043953291999118
